date_time,year,month,day,time,temp,temp_flag,dew_point,dew_point_flag,rel_hum,rel_hum_flag,wind_dir,wind_dir_flag,wind_spd,wind_spd_flag,visibility,visibility_flag,stn_presure,stn_pressure_flag,hmdx,hmdx_flag,wind_chill,wind_chill_flag,weather
2016-12-01 0:00,2016,12,1,0:00,9.3,,7.4,,88,,27,,18,,16.1,,98.85,,,,,,Rain
2016-12-01 1:00,2016,12,1,1:00,8,,6.2,,88,,26,,18,,16.1,,98.88,,,,,,NA
2016-12-01 2:00,2016,12,1,2:00,7.4,,3.1,,74,,26,,39,,16.1,,98.95,,,,,,NA
2016-12-01 3:00,2016,12,1,3:00,6.2,,2.1,,75,,26,,30,,16.1,,99.08,,,,,,NA
2016-12-01 4:00,2016,12,1,4:00,5.6,,1.9,,77,,25,,32,,16.1,,99.13,,,,,,NA
2016-12-01 5:00,2016,12,1,5:00,6.2,,1.7,,73,,26,,39,,16.1,,99.18,,,,,,NA
2016-12-01 6:00,2016,12,1,6:00,5.8,,2.7,,80,,24,,30,,16.1,,99.26,,,,,,NA
2016-12-01 7:00,2016,12,1,7:00,5.5,,1.8,,77,,24,,24,,16.1,,99.32,,,,,,NA
2016-12-01 8:00,2016,12,1,8:00,5.3,,1.6,,77,,23,,34,,16.1,,99.34,,,,,,NA
2016-12-01 9:00,2016,12,1,9:00,5.2,,1.3,,76,,24,,39,,16.1,,99.38,,,,,,NA
2016-12-01 10:00,2016,12,1,10:00,5.1,,1,,75,,24,,41,,16.1,,99.41,,,,,,NA
2016-12-01 11:00,2016,12,1,11:00,5.7,,0.9,,71,,25,,37,,16.1,,99.41,,,,,,NA
2016-12-01 12:00,2016,12,1,12:00,6.2,,0.8,,68,,25,,37,,16.1,,99.4,,,,,,NA
2016-12-01 13:00,2016,12,1,13:00,5.8,,1.2,,72,,24,,37,,16.1,,99.42,,,,,,NA
2016-12-01 14:00,2016,12,1,14:00,6,,1,,70,,25,,37,,16.1,,99.45,,,,,,NA
2016-12-01 15:00,2016,12,1,15:00,6,,0.6,,68,,25,,32,,16.1,,99.52,,,,,,NA
2016-12-01 16:00,2016,12,1,16:00,5.8,,0.8,,70,,25,,32,,16.1,,99.59,,,,,,NA
2016-12-01 17:00,2016,12,1,17:00,5.7,,1.1,,72,,25,,34,,16.1,,99.62,,,,,,NA
2016-12-01 18:00,2016,12,1,18:00,5.6,,1.5,,75,,24,,28,,16.1,,99.67,,,,,,NA
2016-12-01 19:00,2016,12,1,19:00,5.7,,1.6,,75,,24,,28,,16.1,,99.71,,,,,,NA
2016-12-01 20:00,2016,12,1,20:00,5.5,,1.8,,77,,23,,30,,16.1,,99.72,,,,,,NA
2016-12-01 21:00,2016,12,1,21:00,5.5,,2,,78,,24,,26,,16.1,,99.74,,,,,,NA
2016-12-01 22:00,2016,12,1,22:00,5.6,,2.1,,78,,24,,30,,16.1,,99.74,,,,,,NA
2016-12-01 23:00,2016,12,1,23:00,5.6,,2.1,,78,,24,,28,,16.1,,99.77,,,,,,NA
